,pid,brand,title,stock,highlights,mrp,price,rating,first_image_url,model,screen_size_inch,display,ram,storage,color,processor,battery,average_rating,rear_camera,front_camera
724,MOBGW4JKMFU3MDJ7,Oppo,"Oppo A59 5G (Silk Gold, 128 Gb)",IN_STOCK,"['4 GB RAM | 128 GB ROM | Expandable Upto 1 TB', '16.66 cm (6.56 inch) HD+ Display', '13MP + 2MP | 8MP Front Camera', '5000 mAh Battery', 'Dimensity 6020 Processor']",17999.0,13999.0,"{'average': 4.3, 'count': 998, 'reviewCount': 50, 'breakup': [67, 38, 69, 194, 630]}",https://rukminim2.flixcart.com/image/1160/1160/xif0q/mobile/2/r/f/-original-imagweqhwyards5f.jpeg?q=90,Oppo A59 5G ,6.56,HD+,4,128,Silk Gold,Dimensity 6020 Processor,5000,4.3,13,8
725,MOBGYFZMHDQERRRU,Redmi,"Redmi A3 (Lake Blue, 64 Gb)",IN_STOCK,"['3 GB RAM | 64 GB ROM | Expandable Upto 1 TB', '17.04 cm (6.71 inch) HD+ Display', '8MP Rear Camera | 5MP Front Camera', '5000 mAh Battery', 'Mediatek Helio G36 Processor']",9999.0,6999.0,"{'average': 4.1, 'count': 2375, 'reviewCount': 98, 'breakup': [226, 92, 229, 489, 1339]}",https://rukminim2.flixcart.com/image/1160/1160/xif0q/mobile/r/z/1/a3-mzb0gnyin-redmi-original-imagy2wsmxhzdmbq.jpeg?q=90,Redmi A3 ,6.71,HD+,3,64,Lake Blue,Mediatek Helio G36 Processor,5000,4.1,8,5
726,MOBGZH88HCKTJHYH,Redmi,"Redmi 12C (Mint Green, 64 Gb)",IN_STOCK,"['4 GB RAM | 64 GB ROM | Expandable Upto 1 TB', '17.04 cm (6.71 inch) HD+ Display', '50MP Rear Camera | 5MP Front Camera', '5000 mAh Battery', 'Helio G85 Processor']",11580.0,8399.0,"{'average': 4.2, 'count': 26665, 'reviewCount': 1446, 'breakup': [1852, 1053, 2571, 5867, 15322]}",https://rukminim2.flixcart.com/image/1160/1160/xif0q/mobile/c/n/l/-original-imagvfghsh7chtgh.jpeg?q=90,Redmi 12C ,6.71,HD+,4,64,Mint Green,Helio G85 Processor,5000,4.2,50,5
728,MOBGZF9P8WUYGJVV,Redmi,"Redmi 13C (Stardust Black, 128 Gb)",OUT_OF_STOCK,"['6 GB RAM | 128 GB ROM | Expandable Upto 1 TB', '17.12 cm (6.74 inch) HD+ Display', '50MP Rear Camera | 8MP Front Camera', '5000 mAh Battery', 'Helio G85 Processor']",11999.0,9230.0,"{'average': 4.2, 'count': 12282, 'reviewCount': 481, 'breakup': [825, 431, 1011, 2742, 7273]}",https://rukminim2.flixcart.com/image/1160/1160/xif0q/mobile/e/h/j/-original-imagxg47qr5wzvyh.jpeg?q=90,Redmi 13C ,6.74,HD+,6,128,Stardust Black,Helio G85 Processor,5000,4.2,50,8
731,MOBH3YHWCHZEUA3F,Oppo,"Oppo A3X 5G (Starlight White, 128 Gb)",IN_STOCK,"['4 GB RAM | 128 GB ROM | Expandable Upto 2 TB', '16.94 cm (6.67 inch) HD+ Display', '8MP Rear Camera | 5MP Front Camera', '5100 mAh Battery', 'Dimensity 6300 Processor']",15999.0,13499.0,"{'average': 4.1, 'count': 87, 'reviewCount': 3, 'breakup': [9, 4, 7, 13, 54]}",https://rukminim2.flixcart.com/image/1160/1160/xif0q/mobile/o/9/b/-original-imah3atgsxyzcbyz.jpeg?q=90,Oppo A3X 5G ,6.67,HD+,4,128,Starlight White,Dimensity 6300 Processor,5100,4.1,8,5
732,MOBGZFDWBNU6AM4U,Oppo,"Oppo F25 Pro 5G (Coral Purple, 128 Gb)",IN_STOCK,"['8 GB RAM | 128 GB ROM | Expandable Upto 2 TB', '17.02 cm (6.7 inch) Full HD+ Display', '64MP + 8MP + 2MP | 32MP Front Camera', '5000 mAh Battery', 'Dimensity 7050 Processor']",28999.0,23999.0,"{'average': 4.3, 'count': 3838, 'reviewCount': 307, 'breakup': [233, 121, 259, 920, 2305]}",https://rukminim2.flixcart.com/image/1160/1160/xif0q/mobile/0/n/9/-original-imagzfeavnt7gp5x.jpeg?q=90,Oppo F25 Pro 5G ,6.7,Full HD+,8,128,Coral Purple,Dimensity 7050 Processor,5000,4.3,64,32
733,MOBGSFECT5ZZGEBF,Infinix,"Infinix Zero 30 5G (Rome Green, 256 Gb)",COMING_SOON,"['12 GB RAM | 256 GB ROM', '17.22 cm (6.78 inch) Full HD+ Display', '108MP (OIS) + 13MP + 2MP | 50MP Front Camera', '5000 mAh Lithium-ion Polymer Battery', 'Dimensity 8020 Processor']",29999.0,24999.0,"{'average': 4.2, 'count': 12508, 'reviewCount': 1769, 'breakup': [1018, 349, 843, 2718, 7580]}",https://rukminim2.flixcart.com/image/1160/1160/xif0q/mobile/w/x/0/-original-imagszg3qxqgdx9c.jpeg?q=90,Infinix Zero 30 5G ,6.78,Full HD+,12,256,Rome Green,Dimensity 8020 Processor,5000,4.2,108,50
734,MOBGWD85AZH3BRSS,Samsung,"Samsung Galaxy A15 5G (Light Blue, 128 Gb)",IN_STOCK,"['6 GB RAM | 128 GB ROM | Expandable Upto 1 TB', '16.51 cm (6.5 inch) Full HD+ Display', '50MP + 5MP + 2MP | 13MP Front Camera', '5000 mAh Battery', 'Dimensity 6100+ Processor']",19999.0,17667.0,"{'average': 4.2, 'count': 175, 'reviewCount': 10, 'breakup': [17, 3, 8, 48, 99]}",https://rukminim2.flixcart.com/image/1160/1160/xif0q/mobile/s/i/c/galaxy-a15-5g-sm-a156elbnins-samsung-original-imagwkgykezdha6z.jpeg?q=90,Samsung Galaxy A15 5G ,6.5,Full HD+,6,128,Light Blue,Dimensity 6100+ Processor,5000,4.2,50,13
736,MOBG9CJ6G5GCFAH4,Motorola,"Motorola G60 (Soft Silver, 128 Gb)",IN_STOCK,"['6 GB RAM | 128 GB ROM', '17.22 cm (6.78 inch) Full HD+ Display', '108MP + 8MP + 2MP | 32MP Front Camera', '6000 mAh Battery', 'Qualcomm Snapdragon 732G Processor', '120Hz Refresh Rate', 'Stock Android Experience']",21999.0,14999.0,"{'average': 4.1, 'count': 78613, 'reviewCount': 7701, 'breakup': [7711, 2733, 6142, 16691, 45336]}",https://rukminim2.flixcart.com/image/1160/1160/l0o6nbk0/mobile/j/w/k/-original-imagceuvb2qasggx.jpeg?q=90,Motorola G60 ,6.78,Full HD+,6,128,Soft Silver,Qualcomm Snapdragon 732G Processor,6000,4.1,108,32
737,MOBGR5TS93PHHNDH,Vivo,"Vivo Y27 (Garden Green, 128 Gb)",IN_STOCK,"['6 GB RAM | 128 GB ROM', '16.87 cm (6.64 inch) Full HD+ Display', '50MP + 2MP | 8MP Front Camera', '5000 mAh Battery', 'Helio G85 Processor']",18999.0,10999.0,"{'average': 4.2, 'count': 2361, 'reviewCount': 104, 'breakup': [196, 91, 192, 427, 1455]}",https://rukminim2.flixcart.com/image/1160/1160/xif0q/mobile/f/c/b/-original-imagwcg6ezhxcbhx.jpeg?q=90,Vivo Y27 ,6.64,Full HD+,6,128,Garden Green,Helio G85 Processor,5000,4.2,50,8
739,MOBGTKQGXJDVF95N,Samsung,"Samsung Galaxy S21 Fe 5G With Snapdragon 888 (Graphite, 128 Gb)",IN_STOCK,"['8 GB RAM | 128 GB ROM', '16.26 cm (6.4 inch) Full HD+ Display', '12MP + 12MP + 8MP (OIS) | 32MP Front Camera', '4500 mAh Lithium-ion Battery', 'Snapdragon 888 Processor']",69999.0,27999.0,"{'average': 4.3, 'count': 145342, 'reviewCount': 13848, 'breakup': [10508, 3184, 8503, 32277, 90870]}",https://rukminim2.flixcart.com/image/1160/1160/xif0q/mobile/d/o/c/-original-imagtnqjmfqxxbj2.jpeg?q=90,Samsung Galaxy S21 Fe 5G With Snapdragon 888 ,6.4,Full HD+,8,128,Graphite,Snapdragon 888 Processor,3279,4.3,8,32
740,MOBGNE4S4EZDRUWP,Samsung,"Samsung Galaxy A34 5G (Awesome Graphite, 128 Gb)",IN_STOCK,"['8 GB RAM | 128 GB ROM | Expandable Upto 1 TB', '16.76 cm (6.6 inch) Full HD+ Display', '48MP + 8MP + 5MP | 13MP Front Camera', '5000 mAh Li-ion Battery Battery', 'Dimensity 1080, Octa Core Processor']",35499.0,27499.0,"{'average': 4.3, 'count': 6665, 'reviewCount': 549, 'breakup': [517, 178, 458, 1468, 4044]}",https://rukminim2.flixcart.com/image/1160/1160/xif0q/mobile/a/a/v/galaxy-a34-5g-sm-a346ezkeins-samsung-original-imagnpz4h7xg6pgg.jpeg?q=90,Samsung Galaxy A34 5G ,6.6,Full HD+,8,128,Awesome Graphite,"BatteryDimensity 1080, Octa Core Processor",5000,4.3,48,13
743,MOBGRNZ3FX5XNR2T,Poco,"Poco M6 Pro 5G (Power Black, 128 Gb)",IN_STOCK,"['4 GB RAM | 128 GB ROM | Expandable Upto 1 TB', '17.25 cm (6.79 inch) Full HD+ Display', '50MP + 2MP | 8MP Front Camera', '5000 mAh Battery', 'Snapdragon 4 Gen 2 Processor']",15999.0,10999.0,"{'average': 4.3, 'count': 78464, 'reviewCount': 5057, 'breakup': [4981, 2257, 6744, 18456, 46026]}",https://rukminim2.flixcart.com/image/1160/1160/xif0q/mobile/d/h/q/m6-pro-5g-mzb0eprin-poco-original-imags3e7vewsafst.jpeg?q=90,Poco M6 Pro 5G ,6.79,Full HD+,4,128,Power Black,Snapdragon 4 Gen 2 Processor,5000,4.3,50,8
744,MOBGXWT9FHNA7H9B,Vivo,"Vivo Y200E 5G (Saffron Delight, 128 Gb)",IN_STOCK,"['8 GB RAM | 128 GB ROM | Expandable Upto 1 TB', '16.94 cm (6.67 inch) Full HD+ Display', '50MP + 2MP | 16MP Front Camera', '5000 mAh Battery', 'Snapdragon 4 Gen 2 Processor']",25999.0,20999.0,"{'average': 4.3, 'count': 737, 'reviewCount': 37, 'breakup': [52, 22, 45, 143, 475]}",https://rukminim2.flixcart.com/image/1160/1160/xif0q/mobile/j/e/l/y200e-5g-v2336-vivo-original-imagya7gdtxepwgv.jpeg?q=90,Vivo Y200E 5G ,6.67,Full HD+,8,128,Saffron Delight,Snapdragon 4 Gen 2 Processor,5000,4.3,50,16
745,MOBGQFX6K7YQJRSY,Motorola,"Motorola Edge 40 Neo (Caneel Bay, 128 Gb)",IN_STOCK,"['8 GB RAM | 128 GB ROM', '16.64 cm (6.55 inch) Full HD+ Display', '50MP + 13MP | 32MP Front Camera', '5000 mAh Battery', 'Dimensity 7030 Processor']",27999.0,22999.0,"{'average': 4.3, 'count': 55071, 'reviewCount': 5768, 'breakup': [3607, 1222, 3015, 12171, 35056]}",https://rukminim2.flixcart.com/image/1160/1160/xif0q/mobile/s/p/e/-original-imagtkzunhcht8vz.jpeg?q=90,Motorola Edge 40 Neo ,6.55,Full HD+,8,128,Caneel Bay,Dimensity 7030 Processor,5000,4.3,50,32
746,MOBGSFECWEYCTMBU,Infinix,"Infinix Zero 30 5G (Fantasy Purple, 256 Gb)",COMING_SOON,"['8 GB RAM | 256 GB ROM', '17.22 cm (6.78 inch) Full HD+ Display', '108MP (OIS) + 13MP + 2MP | 50MP Front Camera', '5000 mAh Lithium-ion Polymer Battery', 'Dimensity 8020 Processor']",27999.0,23999.0,"{'average': 4.2, 'count': 3852, 'reviewCount': 540, 'breakup': [275, 125, 285, 904, 2263]}",https://rukminim2.flixcart.com/image/1160/1160/xif0q/mobile/l/x/g/-original-imagszg2vxntfpeb.jpeg?q=90,Infinix Zero 30 5G ,6.78,Full HD+,8,256,Fantasy Purple,Dimensity 8020 Processor,5000,4.2,108,50
747,MOBGSFECVJV6SJQW,Infinix,"Infinix Zero 30 5G (Golden Hour, 256 Gb)",COMING_SOON,"['8 GB RAM | 256 GB ROM', '17.22 cm (6.78 inch) Full HD+ Display', '108MP (OIS) + 13MP + 2MP | 50MP Front Camera', '5000 mAh Lithium-ion Polymer Battery', 'Dimensity 8020 Processor']",27999.0,23999.0,"{'average': 4.2, 'count': 3852, 'reviewCount': 540, 'breakup': [275, 125, 285, 904, 2263]}",https://rukminim2.flixcart.com/image/1160/1160/xif0q/mobile/p/2/k/chandrayaan-3-x6731-isro-original-imagsycut4rx7ztp.jpeg?q=90,Infinix Zero 30 5G ,6.78,Full HD+,8,256,Golden Hour,Dimensity 8020 Processor,5000,4.2,108,50
748,MOBG2EMW2ZUR4BFG,Motorola,"Motorola E40 (Pink Clay, 64 Gb)",OUT_OF_STOCK,"['4 GB RAM | 64 GB ROM | Expandable Upto 1 TB', '16.51 cm (6.5 inch) HD+ Display', '48MP + 2MP + 2MP | 8MP Front Camera', '5000 mAh Battery', 'UNISOC T700 Processor']",10999.0,5999.0,"{'average': 4.2, 'count': 89373, 'reviewCount': 7803, 'breakup': [7070, 3198, 8435, 21212, 49458]}",https://rukminim2.flixcart.com/image/1160/1160/l1l1rww0/mobile/v/7/n/-original-imagd48zkjwujxzz.jpeg?q=90,Motorola E40 ,6.5,HD+,4,64,Pink Clay,UNISOC T700 Processor,5000,4.2,48,8
750,MOBGMFFX44FGHNHV,Samsung,"Samsung Galaxy S23 Ultra 5G (Cream, 256 Gb)",IN_STOCK,"['12 GB RAM | 256 GB ROM', '17.27 cm (6.8 inch) Quad HD+ Display', '200MP + 10MP + 12MP + 10MP | 12MP Front Camera', '5000 mAh Lithium Ion Battery', 'Qualcomm Snapdragon 8 Gen 2 Processor']",149999.0,89999.0,"{'average': 4.6, 'count': 3664, 'reviewCount': 364, 'breakup': [216, 48, 90, 406, 2904]}",https://rukminim2.flixcart.com/image/1160/1160/xif0q/mobile/q/k/h/-original-imagzm8qmr7qxfhq.jpeg?q=90,Samsung Galaxy S23 Ultra 5G ,6.8,HD+,12,256,Cream,Qualcomm Snapdragon 8 Gen 2 Processor,5000,4.6,200,12
751,MOBGT3SHRFF8JBAD,Oppo,"Oppo A38 (Glowing Gold, 128 Gb)",IN_STOCK,"['4 GB RAM | 128 GB ROM | Expandable Upto 1 TB', '16.66 cm (6.56 inch) HD Display', '50MP + 2MP | 5MP Front Camera', '5000 mAh Battery', 'Helio G70 (MT6769) Processor']",16999.0,9999.0,"{'average': 4.3, 'count': 1516, 'reviewCount': 52, 'breakup': [90, 43, 109, 328, 946]}",https://rukminim2.flixcart.com/image/1160/1160/xif0q/mobile/g/j/6/a38-cph2579-oppo-original-imagt5ukkqmm9eja.jpeg?q=90,Oppo A38 ,6.56,HD,4,128,Glowing Gold,Helio G70 (MT6769) Processor,5000,4.3,50,5
754,MOBGYGCBRYFPGYGS,Vivo,"Vivo V30 Pro 5G (Classic Black, 512 Gb)",IN_STOCK,"['12 GB RAM | 512 GB ROM', '17.22 cm (6.78 inch) Full HD+ Display', '50MP + 50MP + 50MP | 50MP Front Camera', '5000 mAh Battery', 'Dimensity 8200 5G Processor']",51999.0,46999.0,"{'average': 4.5, 'count': 1592, 'reviewCount': 196, 'breakup': [89, 24, 66, 285, 1128]}",https://rukminim2.flixcart.com/image/1160/1160/xif0q/mobile/w/l/l/-original-imagyzwbzst7eemd.jpeg?q=90,Vivo V30 Pro 5G ,6.78,Full HD+,12,512,Classic Black,Dimensity 8200 5G Processor,5000,4.5,50,50
755,MOBGYGCBNRTAHBBV,Vivo,"Vivo V30 Pro 5G (Andaman Blue, 512 Gb)",IN_STOCK,"['12 GB RAM | 512 GB ROM', '17.22 cm (6.78 inch) Full HD+ Display', '50MP + 50MP + 50MP | 50MP Front Camera', '5000 mAh Battery', 'Dimensity 8200 5G Processor']",51999.0,46999.0,"{'average': 4.5, 'count': 1592, 'reviewCount': 196, 'breakup': [89, 24, 66, 285, 1128]}",https://rukminim2.flixcart.com/image/1160/1160/xif0q/mobile/8/t/d/v30-pro-5g-v2319-vivo-original-imagyzhhdeezbbfb.jpeg?q=90,Vivo V30 Pro 5G ,6.78,Full HD+,12,512,Andaman Blue,Dimensity 8200 5G Processor,5000,4.5,50,50
756,MOBGSXD7KAXUY8NH,Samsung,"Samsung Galaxy S21 Fe 5G With Snapdragon 888 (Navy, 256 Gb)",IN_STOCK,"['8 GB RAM | 256 GB ROM', '16.26 cm (6.4 inch) Full HD+ Display', '12MP + 12MP + 8MP (OIS) | 32MP Front Camera', '4500 mAh Lithium-ion Battery', 'Snapdragon 888 Processor']",74999.0,27964.0,"{'average': 4.3, 'count': 145342, 'reviewCount': 13848, 'breakup': [10508, 3184, 8503, 32277, 90870]}",https://rukminim2.flixcart.com/image/1160/1160/xif0q/mobile/q/j/j/galaxy-s21-fe-5g-sm-g990bzb4ins-samsung-original-imah3kd95f7cejrg.jpeg?q=90,Samsung Galaxy S21 Fe 5G With Snapdragon 888 ,6.4,Full HD+,8,256,Navy,Snapdragon 888 Processor,3279,4.3,8,32
761,MOBGYGCBEM4PVYYM,Vivo,"Vivo V30 Pro 5G (Classic Black, 256 Gb)",IN_STOCK,"['8 GB RAM | 256 GB ROM', '17.22 cm (6.78 inch) Full HD+ Display', '50MP + 50MP + 50MP | 50MP Front Camera', '5000 mAh Battery', 'Dimensity 8200 5G Processor']",46999.0,41999.0,"{'average': 4.5, 'count': 4268, 'reviewCount': 585, 'breakup': [171, 64, 199, 848, 2986]}",https://rukminim2.flixcart.com/image/1160/1160/xif0q/mobile/w/l/l/-original-imagyzwbzst7eemd.jpeg?q=90,Vivo V30 Pro 5G ,6.78,Full HD+,8,256,Classic Black,Dimensity 8200 5G Processor,5000,4.5,50,50
766,MOBGQ9HPEZKFHZFQ,Infinix,"Infinix Note 30 5G (Magic Black, 256 Gb)",IN_STOCK,"['8 GB RAM | 256 GB ROM | Expandable Upto 2 TB', '17.22 cm (6.78 inch) Full HD+ Display', '108 MP + 2 MP+ AI Lens | 16MP Front Camera', '5000 mAh Li-ion Polymer Battery', 'Dimensity 6080 Processor']",19999.0,15999.0,"{'average': 4.2, 'count': 99931, 'reviewCount': 10458, 'breakup': [7354, 3211, 7536, 22175, 59655]}",https://rukminim2.flixcart.com/image/1160/1160/xif0q/mobile/c/p/h/-original-imagqhyftnseqttk.jpeg?q=90,Infinix Note 30 5G ,6.78,Full HD+,8,256,Magic Black,Dimensity 6080 Processor,5000,4.2,16,16
772,MOBGKHNBA55HDSZR,Motorola,"Motorola E13 (Aurora Green, 64 Gb)",IN_STOCK,"['4 GB RAM | 64 GB ROM | Expandable Upto 1 TB', '16.51 cm (6.5 inch) HD+ Display', '13MP Rear Camera | 5MP Front Camera', '5000 mAh Battery', 'Unisoc T606 Processor']",10999.0,6999.0,"{'average': 4.1, 'count': 103505, 'reviewCount': 7792, 'breakup': [8897, 4246, 10800, 24960, 54602]}",https://rukminim2.flixcart.com/image/1160/1160/xif0q/mobile/i/8/5/-original-imagmmmhmjpfvbry.jpeg?q=90,Motorola E13 ,6.5,HD+,4,64,Aurora Green,Unisoc T606 Processor,5000,4.1,13,5
773,MOBGQFX6FXEZ3GCE,Motorola,"Motorola Edge 40 Neo (Black Beauty, 256 Gb)",IN_STOCK,"['12 GB RAM | 256 GB ROM', '16.64 cm (6.55 inch) Full HD+ Display', '50MP + 13MP | 32MP Front Camera', '5000 mAh Battery', 'Dimensity 7030 Processor']",29999.0,24999.0,"{'average': 4.3, 'count': 49527, 'reviewCount': 5987, 'breakup': [3610, 1139, 2806, 10904, 31068]}",https://rukminim2.flixcart.com/image/1160/1160/xif0q/mobile/d/5/k/-original-imagtkzut72y6ddg.jpeg?q=90,Motorola Edge 40 Neo ,6.55,Full HD+,12,256,Black Beauty,Dimensity 7030 Processor,5000,4.3,50,32
775,MOBGPVYATHJDTSSR,Redmi,"Redmi A2 (Sea Green, 32 Gb)",IN_STOCK,"['2 GB RAM | 32 GB ROM | Expandable Upto 1 TB', '16.56 cm (6.52 inch) HD+ Display', '8MP Rear Camera | 5MP Front Camera', '5000 mAh Battery', 'Helio G36 Processor']",8999.0,7450.0,"{'average': 4.1, 'count': 16322, 'reviewCount': 850, 'breakup': [1294, 725, 1600, 3400, 9303]}",https://rukminim2.flixcart.com/image/1160/1160/xif0q/mobile/b/g/t/a2-mobzc1pin-redmi-original-imagpvyagktrdava.jpeg?q=90,Redmi A2 ,6.52,HD+,2,32,Sea Green,Helio G36 Processor,5000,4.1,8,5
777,MOBH33ZXCZ4W4ZKT,Vivo,"Vivo V40 5G (Lotus Purple, 512 Gb)",OUT_OF_STOCK,"['12 GB RAM | 512 GB ROM', '17.22 cm (6.78 inch) Full HD+ Display', '50MP + 50MP | 50MP Front Camera', '5500 mAh Battery', 'Snapdragon 7 Gen 3 Processor']",48999.0,41999.0,"{'average': 3.9, 'count': 9, 'reviewCount': 1, 'breakup': [2, 0, 0, 2, 5]}",https://rukminim2.flixcart.com/image/1160/1160/xif0q/mobile/f/m/m/-original-imah3hvk9kgfsads.jpeg?q=90,Vivo V40 5G ,6.78,Full HD+,12,512,Lotus Purple,Snapdragon 7 Gen 3 Processor,5500,3.9,50,50
781,MOBGKHNBTVZZU8PH,Motorola,"Motorola Edge 40 (Nebula Green, 256 Gb)",IN_STOCK,"['8 GB RAM | 256 GB ROM', '16.51 cm (6.5 inch) Full HD+ Display', '50MP + 13MP | 32MP Front Camera', '4400 mAh Battery', 'Dimensity 8020 Processor', 'Vegan Leather']",34999.0,26999.0,"{'average': 4.3, 'count': 81839, 'reviewCount': 8789, 'breakup': [6820, 2075, 4996, 17500, 50448]}",https://rukminim2.flixcart.com/image/1160/1160/xif0q/mobile/2/m/o/edge-40-pay40030in-motorola-original-imagpqzchzhg6fex.jpeg?q=90,Motorola Edge 40 ,6.5,Full HD+,8,256,Nebula Green,Dimensity 8020 Processor,4400,4.3,50,32
785,MOBH2AG44YUNHUKZ,Vivo,"Vivo Y28S 5G (Vintage Red, 128 Gb)",IN_STOCK,"['6 GB RAM | 128 GB ROM | Expandable Upto 1 TB', '16.66 cm (6.56 inch) Full HD+ Display', '50MP + 0.08MP | 8MP Front Camera', '5000 mAh Battery', 'Dimensity 6300 Processor']",19999.0,15499.0,"{'average': 4.0, 'count': 4, 'reviewCount': 0, 'breakup': [0, 1, 0, 1, 2]}",https://rukminim2.flixcart.com/image/1160/1160/xif0q/mobile/n/c/s/-original-imah2ygvq2jtyagc.jpeg?q=90,Vivo Y28S 5G ,6.56,Full HD+,6,128,Vintage Red,Dimensity 6300 Processor,5000,4.0,08,8
787,MOBGUFK4NYZHCY9V,Motorola,"Motorola G04 (Sunrise Orange, 64 Gb)",IN_STOCK,"['4 GB RAM | 64 GB ROM | Expandable Upto 1 TB', '16.76 cm (6.6 inch) HD+ Display', '16MP Rear Camera | 5MP Front Camera', '5000 mAh Battery', 'Unisoc T606 Processor']",9999.0,6999.0,"{'average': 4.2, 'count': 14356, 'reviewCount': 914, 'breakup': [978, 500, 1316, 3396, 8166]}",https://rukminim2.flixcart.com/image/1160/1160/xif0q/mobile/z/i/r/g04-pb130013in-motorola-original-imagy3tf5rfhuyhy.jpeg?q=90,Motorola G04 ,6.6,HD+,4,64,Sunrise Orange,Unisoc T606 Processor,5000,4.2,16,5
788,MOBH33ZXYDHFCXKG,Vivo,"Vivo V40 5G (Titanium Grey, 128 Gb)",IN_STOCK,"['8 GB RAM | 128 GB ROM', '17.22 cm (6.78 inch) Full HD+ Display', '50MP + 50MP | 50MP Front Camera', '5500 mAh Battery', 'Snapdragon 7 Gen 3 Processor']",39999.0,34999.0,"{'average': 4.4, 'count': 47, 'reviewCount': 0, 'breakup': [3, 2, 2, 5, 35]}",https://rukminim2.flixcart.com/image/1160/1160/xif0q/mobile/y/4/r/-original-imah3hvkfgeg3zky.jpeg?q=90,Vivo V40 5G ,6.78,Full HD+,8,128,Titanium Grey,Snapdragon 7 Gen 3 Processor,5500,4.4,50,50
789,MOBH33ZXNTFBZGQB,Vivo,"Vivo V40 5G (Lotus Purple, 128 Gb)",IN_STOCK,"['8 GB RAM | 128 GB ROM', '17.22 cm (6.78 inch) Full HD+ Display', '50MP + 50MP | 50MP Front Camera', '5500 mAh Battery', 'Snapdragon 7 Gen 3 Processor']",39999.0,34999.0,"{'average': 4.4, 'count': 47, 'reviewCount': 0, 'breakup': [3, 2, 2, 5, 35]}",https://rukminim2.flixcart.com/image/1160/1160/xif0q/mobile/f/m/m/-original-imah3hvk9kgfsads.jpeg?q=90,Vivo V40 5G ,6.78,Full HD+,8,128,Lotus Purple,Snapdragon 7 Gen 3 Processor,5500,4.4,50,50
790,MOBGK8WZUTGDEZFA,Poco,"Poco C50 (Royal Blue, 32 Gb)",OUT_OF_STOCK,"['2 GB RAM | 32 GB ROM | Expandable Upto 512 GB', '16.56 cm (6.52 inch) HD+ Display', '8MP Dual Camera | 5MP Front Camera', '5000 mAh Lithium Polymer Battery', 'Mediatek Helio A22 Processor, Upto 2.0 GHz Processor']",8999.0,5299.0,"{'average': 4.2, 'count': 72471, 'reviewCount': 3427, 'breakup': [5560, 2921, 6575, 13161, 44254]}",https://rukminim2.flixcart.com/image/1160/1160/xif0q/mobile/t/a/x/-original-imaghmtch6qfmfxg.jpeg?q=90,Poco C50 ,6.52,HD+,2,32,Royal Blue,Mediatek Helio A22 Processor,5000,4.2,5,5
791,MOBH2AHZUEWJYZTZ,Oppo,"Oppo Reno 12 Pro 5G (Space Brown, 256 Gb)",IN_STOCK,"['12 GB RAM | 256 GB ROM | Expandable Upto 1 TB', '17.02 cm (6.7 inch) Full HD+ Display', '50MP + 8MP + 50MP | 50MP Front Camera', '5000 mAh Battery', 'Dimensity 7300 Energy Processor']",53999.0,36999.0,"{'average': 4.4, 'count': 979, 'reviewCount': 62, 'breakup': [68, 18, 48, 190, 655]}",https://rukminim2.flixcart.com/image/1160/1160/xif0q/mobile/r/n/5/-original-imah3cmcs6gzqn78.jpeg?q=90,Oppo Reno 12 Pro 5G ,6.7,Full HD+,12,256,Space Brown,Dimensity 7300 Energy Processor,5000,4.4,50,50
794,MOBGZH87QEDZJB9Y,Redmi,"Redmi 12C (Royal Blue, 64 Gb)",OUT_OF_STOCK,"['4 GB RAM | 64 GB ROM | Expandable Upto 1 TB', '17.04 cm (6.71 inch) HD+ Display', '50MP Rear Camera | 5MP Front Camera', '5000 mAh Battery', 'Helio G85 Processor']",11999.0,8499.0,"{'average': 4.2, 'count': 26665, 'reviewCount': 1446, 'breakup': [1852, 1053, 2571, 5867, 15322]}",https://rukminim2.flixcart.com/image/1160/1160/xif0q/mobile/b/a/6/-original-imagvypzzekyhnke.jpeg?q=90,Redmi 12C ,6.71,HD+,4,64,Royal Blue,Helio G85 Processor,5000,4.2,50,5
795,MOBGPYKTXZ55PY23,Motorola,"Motorola G32 (Satin Maroon, 128 Gb)",IN_STOCK,"['8 GB RAM | 128 GB ROM', '16.51 cm (6.5 inch) Full HD+ Display', '50MP + 8MP + 2MP | 16MP Front Camera', '5000 mAh Lithium Polymer Battery', 'Qualcomm Snapdragon 680 Processor']",18999.0,10999.0,"{'average': 4.2, 'count': 122829, 'reviewCount': 9919, 'breakup': [10484, 4200, 10223, 29009, 68913]}",https://rukminim2.flixcart.com/image/1160/1160/xif0q/mobile/w/2/t/-original-imagqnsw89kctjxd.jpeg?q=90,Motorola G32 ,6.5,Full HD+,8,128,Satin Maroon,Qualcomm Snapdragon 680 Processor,5000,4.2,50,16
